"","frasi","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive"
"2283","«Puoi tenerla, me la porterai un altro giorno.» dice facendo spallucce.",0,0,0,0,0,0,0,0,0,0
"2284","La lascio cadere nuovamente sui fianchi - o meglio, lungo le cosce - e lo guardo.",0,1,0,0,0,1,0,0,1,0
"2285","Lo guardo e mi chiedo ""Cosa farà ora?",0,0,0,0,0,0,0,0,0,0
"2286","Dove andrà?",0,0,0,0,0,0,0,0,0,0
"2287","Sta davvero scappando da qualcuno?""",0,0,0,0,0,0,0,0,0,0
"2288","Quindi senza pensarci due volte, anzi, senza pensarci direttamente, gli chiedo«Vuoi entrare?»",0,0,0,0,0,0,0,0,0,0
"2289","Perfetto, Allie.",0,1,0,0,1,0,0,1,0,1
"2290","Mi sto schiaffeggiando mentalmente per la proposta appena fatta.",0,0,0,0,0,0,0,0,0,0
"2291","Cinque minuti fa non stavamo litigando?",0,0,0,0,0,0,0,0,0,0
"2292","C‘è da dire che questo ragazzo mi fa perdere la ragione.",2,0,2,1,0,2,1,0,3,0
"2293","«Domanda allettante, biondina.» dice guardandomi malizioso.",1,0,0,0,0,0,0,0,2,2
"2294","«Va bene, farò finta di sopportarti.»",0,0,0,0,0,0,0,0,0,0
"2295","Si avvicina a me con le mani nelle tasche mentre mi guarda dall‘alto.",0,0,0,0,0,0,0,0,1,0
"2296","Ancora titubante e incredula del fatto che abbia accettato, distolgo lo sguardo dal suo e apro la porta di casa.",0,0,0,0,0,0,0,1,0,1
"2297","«I tuoi genitori sono spesso a lavoro?» mi chiede dopo un sospiro.",0,1,0,0,1,0,1,1,0,3
"2298","Alzo la testa per incontrare nuovamente il suo sguardo illuminato dalla luna.",0,0,0,0,0,0,0,0,0,0
"2299","«Sì.» «Ti sei trasferita qui per questo?» continua.",0,0,0,0,0,0,0,0,0,0
"2300","No, Caleb.",0,0,0,0,0,0,0,0,1,0
"2301","Non scavare nel mio passato, non aprire una ferita ancora aperta.",2,0,0,2,0,2,0,0,2,1
"2302","Annuisco con la testa.",0,0,0,0,0,0,0,0,0,0
"2303","«Perché i tuoi genitori sono persone violente?» chiedo, passando l‘attenzione su di lui.",0,0,0,0,0,0,0,0,0,1
"2304","«Mio padre lo è.» dice accarezzandomi la guancia con il pollice.",0,0,0,0,0,0,0,1,0,0
"2305","E non credo possa esistere gesto più dolce di questo.",0,1,0,0,1,0,1,1,0,1
"2306","Un filo di tristezza si fa spazio nei suoi occhi, rendendoli più scuri di quanto già lo siano.",0,0,0,1,0,1,0,0,1,0
"2307","È lui a continuare.",0,1,0,0,0,0,0,1,0,1
"2308","«La menava.",0,0,0,0,0,0,0,0,0,0
"2309","Tante volte.",0,0,0,0,0,0,0,0,0,0
"2310","Io ero piccolo e non capivo bene, ma ricordo perfettamente i suoi singhiozzi.»",0,0,0,0,0,0,0,0,1,1
"2311","Una donna.",0,0,0,0,0,0,0,0,0,0
"2312","La sorella?",0,0,0,0,0,0,0,0,0,0
"2313","La madre?",0,1,0,0,1,1,0,1,1,1
"2314","Rimango in silenzio, ad ascoltarlo, apprezzando il fatto che si stia confidando con me come io l‘ho appena fatto con lui.",1,0,1,0,0,0,0,1,1,1
"2315","«Non ti dirò ""Mi dispiace"", ma si vede che soffri.» affermo per poi tornare ad appoggiare la testa sul suo petto e spezzare il contatto visivo con lui.",0,0,0,0,0,0,0,0,0,1
"2316","«Anche tu stai soffrendo.» ribatte dopo un pò.",0,0,0,0,0,0,0,0,0,0
"2317","La nostra conversazione finisce lì, con lui che mi accarezza dolcemente i capelli ed io che vengo cullata dai battiti del suo cuore.",0,0,0,0,0,0,0,0,0,0
"2318","- La mattina seguente mi sveglio sopra un torace scolpito che si abbassa e si alza lentamente.",0,0,0,0,0,0,0,0,0,0
"2319","I raggi del sole appena sorti in cielo pizzicano i miei occhi chiari.",0,1,0,0,1,0,1,1,0,2
"2320","Poi realizzo di essere sopra a Caleb e, in pochi secondi, tutti i momenti di ieri sera riaffiorano la mia mente.",0,0,0,0,0,0,0,0,0,1
"2321","Il suo braccio mi cinge la vita e con grande fatica mi alzo cercando di non svegliarlo.",0,0,0,0,0,0,0,0,0,0
"2322","Non posso credere di aver dormito con lui.",0,0,0,0,0,0,0,0,0,0
"2323","Mi dirigo in cucina e preparo due caffè, in modo che quando il moro si sveglia lo trova pronto.",0,1,0,0,0,0,0,0,0,0
"2324","Salgo al piano superiore a vado a fare una doccia senza lavare i capelli.",0,2,0,0,0,0,0,1,1,2
"2325","Lavo i denti, mi vesto, spazzolo la mia chioma bionda e preparo la cartella per il giorno d‘oggi.",0,0,0,0,0,0,0,0,0,0
"2326","Ringrazio il cielo per avermi fatta svegliare presto, cosa avrei detto ai miei genitori se avessi fatto ritardo?",1,0,1,1,1,1,1,2,4,2
"2327","Quando torno di sotto, trovo Caleb in piedi che si stropiccia un occhio.",0,0,0,0,0,0,0,0,0,0
"2328","«Vestiti, per favore.» dico girandomi di scatto.",0,0,0,0,0,0,0,0,0,0
"2329","«Abbiamo scopato?» «Cosa?",0,0,0,0,0,0,0,0,0,0
"2330","No!» urlo imbarazzata.",2,0,1,1,0,1,2,0,2,0
"2331","«Non ho mai dormito con una ragazza senza averci prima scopato.",0,0,0,0,0,0,0,0,0,0
"2332","Anzi, credo di non aver mai dormito con una ragazza.» ridacchia tra sè.",0,0,0,0,0,1,0,0,1,0
"2333","Vorrei tirargli lo zaino per l‘imbarazzo che mi sta mettendo.",1,0,1,2,0,1,1,0,3,0
"2334","«Puoi anche non coprirti, ieri sera non ti dispiaceva dormire sul mio petto.» afferma avvicinandosi.",0,0,0,0,0,0,0,0,0,0
"2335","«Bevi il tuo benedetto caffè e usa il bagno.",0,0,0,0,1,0,0,0,0,2
"2336","Ti ho lasciato degli asciugamani puliti.» mi allontano di qualche passo, urtando una mensola.",0,0,0,0,0,0,0,0,0,0
"2337","«Devo passare a casa.",0,0,0,0,0,0,0,0,0,0
"2338","Ho bisogno di vestiti puliti.» si dirige in cucina e comincia a bere il suo caffè.",0,0,0,0,0,0,0,0,1,0
"2339","Dopo aver infilato la maglietta e le scarpe, afferra le chiavi della macchina e si piazza davanti alla porta.",0,0,0,0,0,0,0,1,0,0
"2340","«Andiamo?»",0,0,0,0,0,0,0,0,0,0
"2341","Usciamo di casa e salgo in macchina.",0,0,0,0,0,0,0,1,0,0
"2342","Sto ancora metabolizzando quanto accaduto.",0,0,0,0,0,0,0,0,0,1
"2343","Arriviamo a quella che intuisco sia la sua dimora, entra lasciandomi sola nel vialetto.",0,0,0,0,0,0,0,0,0,0
"2344","È una bella casa.",0,1,0,0,1,0,0,1,0,1
"2345","Una villetta a due piani, moderna all‘apparenza, enormi vetrate ed un immenso giardino.",0,0,0,0,1,0,0,0,1,2
"2346","Ci si può perdere qui dentro.",2,0,1,1,0,2,1,0,2,0
"2347","Intuisco che la sua famiglia abbia un sacco di soldi, ma a vedere Caleb non si direbbe.",1,1,0,0,1,0,1,1,0,2
"2348","Okay, la Tesla è una macchina costosa, ma non lo facevo un figlio di papà.",0,0,0,0,0,0,0,1,0,0
"2349","Ma chi può dire che sia veramente così?",0,0,0,0,0,0,0,0,0,0
"2350","Mi ha parlato due volte della sua figura paterna e di come ne parla non mi sembra siano in buoni rapporti.",0,0,0,0,0,0,0,0,0,0
"2351","I miei pensieri vengono interrotti dalla sua figura che si avvicina con passo felpato verso la macchina.",0,0,0,0,0,0,0,1,0,0
"2352","Ora ha con sè la cartella.",0,0,0,0,0,0,0,0,0,0
"2353","Appena sale in macchina posso dire che ha fatto una doccia e si è cambiato i vestiti.",0,0,0,0,0,0,0,2,1,0
"2354","Dopo una mezz‘oretta buona ho dovuto chiudere la chiamata perché avevo da studiare.",1,1,1,1,0,1,0,1,1,0
"2355","I miei genitori sono appena tornati a casa e sono entrambi molto stanchi.",0,0,0,0,0,0,0,0,0,0
"2356","Mi hanno appena riferito che, comunque, è andato tutto bene.",0,0,0,0,0,0,0,0,0,0
"2357","Dopo aver chiacchierato un pò con loro, torno in camera e metto la musica.",0,0,0,0,1,1,0,0,0,1
"2358","Ho intenzione di sistemare questa stanza.",0,0,0,0,0,0,0,0,0,0
"2359","Alla fine decido di afferrare la valigia di Manhattan ed aprirla.",1,0,0,0,0,0,0,0,1,0
"2360","La polvere cominciava già a coprirla.",0,0,0,0,0,0,0,0,1,0
"2361","Dopo aver fatto un sospiro la apro e prendo lo stretto necessario prima di scoppiare in lacrime.",1,1,0,0,0,0,1,1,1,0
"2362","Afferro delle cornici, il resto dei trucchi e dei libri, poi la richiudo e la butto nell‘armadio.",0,0,0,0,0,0,0,0,0,0
"2363","Sento un groppo in gola, il cuore pulsare nel petto, le mani tremare.",0,0,1,0,0,0,0,0,1,0
"2364","Afferro la bottiglia d‘acqua al mio fianco e faccio un lungo sorso per darmi una calmata.",0,1,0,1,0,0,1,0,0,0
"2365","Non posso cedere.",0,0,0,0,0,0,0,0,1,0
"2366","Non posso cedere.",0,0,0,0,0,0,0,0,1,0
"2367","Con estrema cura posiziono tutti gli oggetti sulle mensole.",0,0,0,0,0,0,0,0,0,0
"2368","Almeno ora la camera sembra normale.",0,0,0,0,0,0,0,0,0,0
"2369","Qualcuno bussa alla porta, e dal tocco intuisco sia la mamma.",0,0,0,1,0,0,0,1,1,0
"2370","«Avanti.» «Tesoro, c‘era questa di sotto.",0,1,0,0,1,0,0,1,0,3
"2371","Sei stata con qualcuno ieri?» mi chiede mia madre.",0,1,0,0,1,1,0,1,1,1
"2372","La felpa di Caleb.",0,0,0,0,0,0,0,0,0,0
"2373","L‘ho lasciata di sotto senza pensare al fatto che i miei genitori avessero potuto vederla.",0,0,0,0,0,0,0,1,0,0
"2374","«No.",0,0,0,0,0,0,0,0,1,0
"2375","Un mio amico mi ha accompagnata a casa e l‘ho invitato a prendere qualcosa.",0,0,0,0,1,0,0,1,0,1
"2376","Alla fine non ha preso niente e se n‘è andato.",0,0,0,0,0,0,0,0,0,0
"2377","Ora se non ti dispiace...» prendo la felpa di Caleb e con un gesto della mano dico a mia madre di andarsene.",0,1,0,0,1,1,0,1,1,1
"2378","Non posso crederci, chissà cosa penserà.",0,0,0,0,0,0,0,0,0,0
"2379","La appoggio sulla scrivania e torno a sistemare la mia camera, ignorando il profumo che quella dannata felpa emana.",0,0,0,0,0,0,0,0,0,0
"2380","- La mattina seguente mi alzo e mi preparo per andare a scuola.",0,0,0,0,0,0,0,1,0,0
"2381","I miei genitori sono partiti presto questa mattina, quindi niente colazione pronta.",0,0,0,0,1,0,1,0,0,2
"2382","Andrò da Brick.",0,0,0,0,0,0,0,0,0,0
"2383","Dopo aver infilato un paio di jeans, un top e una vecchia camicia di mio padre che fa sembrare il mio abbigliamento meno volgare, afferro lo zaino ed esco di casa.",0,0,1,0,0,0,0,1,1,0
"2384","Ho infilato la felpa del moro nello zaino perché ho intenzione di restituirgliela.",0,0,0,0,0,0,0,0,0,0
"2385","Passo da Brick e dopo aver fatto colazione mi dirigo verso la East Side.",0,0,0,0,0,0,0,1,0,1
"2386","La mattinata passa abbastanza in fretta ma per mia sfortuna non trovo Caleb in giro.",0,2,0,0,0,0,0,1,0,1
"2387","Dovrò tenere questa benedetta felpa in casa per un altro giorno.",0,0,0,0,0,0,0,0,0,0
"2388","«Buongiorno bellezza, ci sarai oggi?» mi chiede Lydia, piazzandosi di fronte a me.",0,0,0,0,1,0,0,0,0,1
"2389","«Non so di cosa tu stia parlando.",1,0,1,0,0,0,0,0,1,0
"2390","» dico guardandola storto.",0,0,0,0,0,0,0,0,2,0
"2391","«Oggi c‘è la partita più attesa dell‘anno, Allie.",0,0,0,0,0,0,0,0,0,0
"2392","Non dirmi che non lo sapevi.» dice mettendo le mani sui fianchi.",0,0,0,0,0,0,0,0,0,0
"2393","«Mi dispiace deludere le tue aspettative ma, sì.",1,0,1,0,0,1,0,0,1,0
"2394","Non lo sapevo.»",0,0,0,0,0,0,0,0,0,0
"2395","«Ora lo sai.",0,0,0,0,0,0,0,0,0,0
"2396","Prendiamo un sandwich al bar qui dietro e la andiamo a vedere, d‘accordo?» chiede elettrizzata.",0,0,0,0,0,0,0,2,0,2
"2397","«A che ora inizia?» chiedo.",0,0,0,0,0,0,0,0,0,0
"2398","«Alle cinque.» «Abbiamo tempo!",0,1,0,0,0,0,0,0,0,0
"2399","Perché stare lì prima?»",0,0,0,0,0,0,0,0,0,0
"2400","«Come ti ho appena detto, è la partita più attesa dell‘anno.",0,0,0,0,0,0,0,1,0,0
"2401","Gli spalti straborderanno di gente, altro che corse clandestine!» le tappo una bocca perché ha appena urlato.",0,0,0,0,0,1,1,0,0,0
"2402","Le sue ultime parole mi fanno salire un brivido lungo la schiena.",1,2,0,2,1,0,1,0,2,1
"2403","Due serate da cancellare dalla mente.",0,0,0,1,0,1,0,0,2,1
"2404","«E va bene.» alzo gli occhi al cielo e invio un messaggio ai miei genitori, dicendo loro che non ci sarò per pranzo.",0,0,0,0,0,0,0,0,0,1
"2405","«E alla fine gli ho detto:",0,0,0,0,0,0,0,1,0,0
"2406","""E non provare neanche a guardarmi perché sono capace di cavarti gli occhi.""» fa un finto sguardo minaccioso e scoppia a ridere.",2,0,1,1,0,0,0,0,3,0
"2407","Siamo a pranzo e Lydia mi sta raccontando di come ha slogato un polso ad un ragazzo conosciuto in discoteca.",1,0,2,1,0,1,0,0,2,0
"2408","Le ha palpato il sedere e lei lo ha steso con una ginocchiata in mezzo alle gambe.",0,0,0,0,0,0,0,0,0,0
"2409","«È tardissimo, dobbiamo andare.» lascia una banconota da venti dollari sul tavolo e mi trascina via.",0,0,0,0,0,0,0,0,0,0
"2410","«Grazie per il pranzo.» ridacchio seguendola a passo svelto.",0,0,0,0,0,0,0,0,0,0
"2411","«Mi ringrazierai più tardi, ora muovi quel bel culo che ti ritrovi.»",0,0,1,0,0,1,0,0,2,0
"2412","Ma perché parlano tutti del mio culo?",0,0,1,0,0,1,0,0,2,0
"2413","Torniamo a scuola e Lydia mi trascina verso la palestra, portandomi negli spalti della nostra squadra.",0,0,0,0,0,0,0,2,0,0
"2414","Il sole picchia sul pratino verde del campo, gli spalti sono già belli pieni per essere solo le tre del pomeriggio, Lydia aveva ragione.",0,1,0,0,2,0,1,2,0,2
"2415","Le cheerleader fanno stretching e provano le loro coreografie, tutti i giocatori credo siano ancora negli spogliatoi.",0,0,0,0,0,0,0,0,0,1
"2416","Il grande schermo è fermo sullo zero a zero e sopra ogni numero c‘è il nome delle rispettive squadre.",0,0,0,0,0,0,1,0,0,0
"2417","Sinceramente non so quale sia la nostra e quale sia quella ospite.",0,0,0,0,0,0,0,0,0,0
"2418","Guardandomi intorno noto delle persone con delle magliette personalizzate, con su scritto ""East Side"" quindi intuisco che noi dobbiamo tifare per questa squadra.",0,0,0,0,0,0,0,1,0,1
"2419","L‘altra si chiama ""Black Eagles"".",0,0,0,0,0,0,0,0,0,0
"2420","Lo sguardo di Lydia è perso tra le ragazze che provano i loro balletti, sembra che stia fissando una persona in particolare.",1,0,1,0,0,2,0,0,3,0
"2421","Un chiacchiericcio cattura la mia attenzione e mi volto per ammirare l‘entrata dei giocatori in campo.",0,0,0,0,0,0,0,1,1,2
"2422","Due occhi verdi brillano sotto il sole, è Trevor.",0,1,0,0,1,0,1,1,0,1
"2423","Quest‘ultimo è seguito da una folta massa di capelli scuri.",0,0,0,0,0,0,0,0,0,0
"2424","Caleb.",0,0,0,0,0,0,0,0,0,0
"2425","Un pezzo di questo capitolo è ispirato ad una scena del libro ""After"" di Anna Todd.",0,0,0,0,1,0,1,1,0,1
"2426","Rimango a fissarlo per qualche secondo, fino a che Lydia tossisce al mio fianco.",0,0,0,0,0,0,0,0,0,0
"2427","«Allie, cosa ti ho detto?»",0,0,0,0,0,0,0,1,0,0
"2428","Alzo gli occhi al cielo e comincio a giocare con il mio telefono.",0,0,0,0,0,0,0,0,0,1
"2429","Nel frattempo, dall‘altra parte del campo, entra la squadra avversaria.",0,0,0,0,0,0,0,1,0,0
"2430","E subito incontro due occhi che non cancellerò mai dalla mia mente.",1,1,0,0,0,0,1,0,2,2
"2431","È lui, Cole, protagonista dei miei incubi.",0,0,0,0,0,0,0,0,0,0
"2432","Sento ancora i suoi occhi addosso, ricordo benissimo come mi guardava quella sera.",0,0,0,0,0,0,0,0,0,2
"2433","Mi guardava come se fossi carne da macello, un gioco per soddisfare le sue voglie.",0,1,1,0,0,0,1,0,1,0
"2434","Ricordo il suo tono di voce, così profondo e tetro.",0,0,0,0,0,0,0,0,0,1
"2435","Un mostro.",1,0,1,2,0,0,0,0,2,0
"2436","Due occhi glaciali che mi hanno pietrificata, fin dal primo momento.",0,0,0,0,0,0,0,0,0,1
"2437","Ma non in senso positivo.",0,0,0,0,0,0,0,0,0,1
"2438","Non credo che mi riconosca senza parrucca, ma per sicurezza mi copro leggermente affinché non pensi minimamente a Melody.",0,0,0,0,0,0,0,0,0,0
"2439","Caleb e Cole rivali in campo e in pista.",0,0,0,0,0,0,0,0,0,0
"2440","Si scambiano occhiate di fuoco, mentre Trevor sussurra qualcosa all‘orecchio del moro.",0,0,0,1,0,0,0,0,0,1
"2441","È questione di pochi minuti che la partita comincia.",0,0,0,0,0,0,0,0,0,0
"2442","Lydia si dimena sugli spalti e non fa altro che urlare, così come il resto della folla.",3,0,1,3,0,0,2,0,3,0
"2443","Forse sono l‘unica ad essere seduta.",0,0,0,0,0,0,0,0,0,0
"2444","Quest‘atmosfera non fa altro che riportarmi a quella fottuta corsa, la gente che sbraita, chi fischia, chi si spoglia.",0,0,0,1,0,1,0,0,1,0
"2445","Le cheerleader continuano a ballare ma il loro è davvero uno spettacolo pietoso.",0,0,0,0,0,0,0,1,0,0
"2446","Ballo meglio io, e vi assicuro che non so ballare!",0,0,0,0,0,0,0,0,0,0
"2447","Faccio un lungo sospiro.",0,1,0,0,0,0,0,0,0,0
"2448","Queste non sono corse clandestine.",0,0,0,0,0,1,0,0,0,0
"2449","Sei solo ad una semplice partita di football.",0,0,0,0,0,0,0,0,0,0
"2450","Alla fine del primo tempo le acque sembrano placarsi, Lydia mi lascia da sola per andare a prendere un hot dog.",0,1,0,0,0,0,0,0,0,1
"2451","Tutti parlano di questa benedetta partita, poi ci sono io che non vedo l‘ora di tornare a casa.",0,0,0,0,0,0,0,0,0,0
"2452","Per ora la squadra in vantaggio è quella della East Side.",0,0,0,0,0,0,0,1,0,3
"2453","Lydia si avvicina nuovamente con due hot dogs, questa ragazza vuole farmi ingrassare.",0,0,0,0,0,0,0,0,0,0
"2454","Ma non posso dire di no ad una tale prelibatezza, così con la stessa delicatezza di un elefante divoro il mio panino.",0,0,0,0,0,0,0,0,1,0
"2455","Qualcuno si siede nel posto libero accanto al mio.",0,0,0,0,0,0,0,0,0,0
"2456","«Sei molto fine.» dice Den, sorridendomi.",0,0,0,0,0,0,0,0,0,0
"2457","«Oh, ciao Den.» lo saluto leccandomi un dito.",0,0,0,0,1,0,0,0,0,1
"2458","«Eri l‘ultima persona che mi aspettavo di vedere qui.» dice, ridacchiando per la mia goffaggine.",0,0,0,0,0,0,0,0,0,0
"2459","Lo guardo bene e devo dire che non è poi così male.",4,0,2,4,0,5,0,0,6,0
"2460","Ha la carnagione chiara, due grandi occhi color nocciola e i capelli neri.",0,0,0,0,0,0,0,0,0,0
"2461","È magro, ha qualche muscolo ma rimane un ragazzo abbastanza secco.",0,0,2,0,0,0,0,1,2,1
"2462","«Sono stata obbligata.» sussurro indicando Lydia.",0,0,0,0,0,0,0,0,0,0
"2463","«Ti sento.» dice la ragazza alle mie spalle.",0,0,0,0,0,0,0,0,0,0
"2464","Dopo qualche minuto la partita ricomincia e dopo vari battibecchi, punizioni e falli posso dire che siamo arrivati al punto decisivo della gara.",0,0,0,0,0,0,0,0,0,0
"2465","Le squadre sono a pari punti ma questa volta, per fortuna, non ci sarà nessuno spareggio.",0,2,0,0,3,0,3,1,0,3
"2466","Nessuna persona in palio.",0,0,0,0,0,0,0,0,0,0
"2467","La palla è in possesso della squadra avversaria, in mano a Cole precisamente.",1,0,1,1,0,0,0,1,1,0
"2468","La East Side corre indietro rafforzando la difesa ed è un attimo:",1,1,1,1,0,0,0,0,1,1
"2469","il ragazzo dagli occhi blu tira con tutta la forza che ha in corpo il pallone ovale e fa punto.",1,0,1,1,0,1,0,1,2,1
"2470","Dopo qualche secondo ecco il fischio dell‘arbitro che indica la fine della partita.",0,0,0,0,0,0,0,3,1,1
"2471","Hanno vinto i Black Eagles.",0,0,0,0,0,0,0,0,0,0
"2472","Mentre negli spalti di fronte a noi la gente si scatena, dalla nostra parte si sentono dei sospiri, un ""buu"" generale e aleggia delusione.",0,0,1,0,0,1,0,1,1,1
"2473","Caleb butta a terra con forza il suo casco mentre",1,0,0,2,0,0,0,1,1,3
"2474","Cole lo deride ridendo.",0,0,0,0,0,0,0,0,0,0
"2475","Sta per scagliarsi contro di lui ma Trevor gli blocca le spalle, evitando una possibile rissa.",2,0,1,2,0,0,0,0,2,0
"2476","Lydia e Den si alzano per andarsene, lancio un ultimo sguardo al campo e poi li seguo.",0,0,0,0,0,0,0,0,0,0
"2477","""Ti prego non bruciare quel che c‘è, sto fuori non pensare troppo a meche non ha senso chiedersi perché, la somma dei miei sbagli diviso duefa te.""- Mr. Rain, La SommaÈ venerdì e mi sto preparando per andare a scuola.",0,0,0,0,0,0,0,1,0,1
"2478","Infilo un paio di leggins, una maglietta extralarge grigia e le Vans.",0,0,0,0,0,0,0,0,0,0
"2479","Dopodichè prendo la cartella ed esco di casa.",0,0,0,0,0,0,0,0,0,0
"2480","Una volta arrivata alla East Side, vedo un possente ragazzo dai capelli scuri venirmi incontro.",1,0,1,0,0,0,0,0,2,0
"2481","«Buongiorno Allie.» mi saluta Caleb, sistemandosi lo zaino sulla spalla.",0,0,0,0,0,0,0,1,0,1
"2482","Già è tanto che non mi ha chiamata ragazzina.",0,0,0,0,0,0,0,0,0,0
"2483","«Buongiorno.» «Ti va di... passare il pomeriggio insieme?» mi chiede passandosi una mano tra i capelli.",0,0,0,0,0,1,0,1,1,1
"2484","Oh mio Dio...",0,0,0,0,0,0,0,0,0,0
"2485","me lo sta chiedendo davvero?",0,0,0,0,0,0,0,0,0,0
"2486","Mi ha davvero colta di sorpresa.",0,0,0,1,1,0,1,0,0,1
"2487","«Perché, ho scelta?» ridacchio.",0,0,0,0,0,0,0,0,0,1
"2488","Sapete tutti com‘è fatto Caleb, non accetta un ""no"" come risposta.",0,0,0,0,0,0,0,1,1,0
"2489","«Devo studiare...» aggiungo.",0,0,0,0,0,0,0,0,0,0
"2490","«Puoi portarti i libri.» dice senza lasciarmi finire la frase.",0,0,0,0,0,0,0,0,0,0
"2491","«E va bene, se proprio insisti.» alzo gli occhi al cielo, ma il mio cuore fa i salti di gioia.",0,0,0,0,2,0,0,0,0,3
"2492","«Okay.» «Ti passo a prendere alle quattro.» mi dice, poi guarda il telefono.",0,0,0,0,0,0,0,0,0,0
"2493","«Ciao, Melody.» mi fa l‘occhiolino e se ne va.",0,0,0,0,0,0,0,0,0,0
"2494","Non credo possa esistere persona più strana di Caleb.",0,0,0,0,0,0,0,0,0,0
"2495","Prima ce l‘ha col mondo, poi fa il carino.",0,0,0,0,0,0,0,0,0,1
"2496","Almeno abbiamo avuto una conversazione senza litigare.",1,1,1,1,0,1,0,0,1,0
"2497","Ronnie mi passa di fianco e mi da una spallata, mi lancia un‘occhiataccia e torna a chiacchierare con le sue amiche.",1,1,0,1,0,0,0,0,1,0
"2498","«Allie.» mi chiama Trevor.",0,0,0,0,0,0,0,0,0,0
"2499","«Hey.» lo saluto sorridendo.",0,0,0,0,1,0,0,0,0,1
"2500","«Cosa ti ha fatto Caleb?» chiede preoccupato.",0,0,0,0,0,1,0,1,1,0
"2501","Sinceramente non capisco la sua agitazione, crede che il moro possa farmi del male?",6,0,2,5,0,6,0,0,8,0
"2502","«Non mi ha fatto niente, mi ha portata a casa.» dico, tralasciando quanto successo in spiaggia.",0,1,0,0,2,0,0,1,0,1
"2503","«Okay.» fa un sospiro e socchiude gli occhi.",0,0,0,0,0,0,0,0,0,0
"2504","Perché fa così?",0,0,0,0,0,0,0,0,0,0
"2505","La campanella ci distrae dai nostri pensieri e entrambi ci dirigiamo verso la classe di biologia.",0,0,0,0,0,0,0,0,0,0
"2506","Le sue preoccupazioni, il suo sguardo assente, mi hanno fatto venire dei dubbi.",0,0,0,0,0,2,0,1,2,0
"2507","E se davvero Caleb volesse farmi del male?",4,0,2,4,0,5,0,0,6,0
"2508","Non ci sarebbe motivo di preoccuparsi se non fosse così.",0,1,0,1,0,1,0,0,2,1
"2509","O forse Trevor è solo preoccupato per me perché sa com‘è fatto il suo amico.",0,0,0,0,1,1,0,2,1,1
"2510","Ha paura che io cada nella sua trappola, ha paura che io mi innamori di lui.",2,1,0,2,0,0,1,0,2,0
"2511","Ha paura che possa spezzarmi il cuore.",2,1,0,2,0,0,1,0,2,0
"2512","Ma non succederà.",0,0,0,0,0,0,0,0,0,0
"2513","Non succederà niente di tutto questo.",0,0,0,0,0,0,0,0,0,0
"2514","Io, Allison Clark, non posso innamorarmi di Caleb.",0,0,0,0,0,0,0,0,0,0
"2515","Non me lo posso permettere, non sono alla sua altezza.",0,0,0,0,0,0,0,1,0,1
"2516","E non sarò come tutte le ragazze che gli cadono ai piedi.",0,0,0,0,0,0,0,0,0,0
"2517","""Intanto ieri lo hai baciato ed hai anche desiderato che il tempo si fermasse."" aggiunge la mia coscienza.",0,1,0,0,0,0,0,1,0,2
"2518","Ma sì, dai.",0,0,0,0,0,0,0,0,0,0
"2519","Ero solo presa dal momento, tutto qui.""Ed hai anche accettato di passare il pomeriggio con lui.""Okay, ora basta.",0,0,0,0,0,0,0,0,0,0
"2520","Scuoto la testa per tornare a seguire la lezione di biologia, non posso permettermi distrazioni.",0,1,0,0,0,0,0,1,0,1
"2521","- Dopo l‘ultima ora, quella di educazione fisica, mi sono cambiata e sono tornata a casa.",0,0,0,0,0,0,0,0,0,2
"2522","I miei genitori avevano il turno di pomeriggio quest‘oggi, quindi passerò il resto della giornata da sola.",0,0,0,0,0,0,0,0,0,0
"2523","Sto beatamente riposando sul mio divano quando sento il campanello suonare.",0,0,0,0,0,1,0,1,0,0
"2524","Con svogliatezza mi alzo e vado ad aprire, è Caleb.",0,0,0,0,0,0,0,0,0,0
"2525","Cazzo, mi ero completamente dimenticata di dover stare con lui.",1,0,1,2,0,1,1,1,2,2
"2526","«Oh, ciao.» dico mostrandogli un sorriso tirato.",0,1,0,0,2,0,2,2,0,2
"2527","«Entra.» lo faccio entrare mentre di corsa salgo le scale e preparo i libri per studiare.",0,0,0,1,0,1,0,0,1,0
"2528","Avere Caleb in casa mi mette una strana agitazione.",2,0,0,1,0,1,0,0,2,0
"2529","Infilo nuovamente le Vans e lo raggiungo in salone.",0,0,0,0,0,0,0,0,1,0
"2530","«Che bella bambina che abbiamo qui.» dice scrutando una cornice sulla mensola.",0,1,0,0,1,0,0,1,0,1
"2531","«Molto bella, vero?",0,1,0,0,2,0,0,3,0,4
"2532","Ora andiamo.» gli strappo la fotografia dalla mano e la rimetto al suo posto, girandola.",0,0,0,0,0,0,0,0,1,0
"2533","Tutta colpa di mia madre e di queste foto imbarazzanti in giro per casa.",1,1,2,0,1,2,0,1,3,1
"2534","«Caleb...» sussurro ad un palmo dal suo viso.",0,0,0,0,0,0,0,0,0,0
"2535","«Spostati per favore.",0,0,0,0,0,0,0,0,0,0
"2536","» dico, premendo le mani contro il suo petto.",1,0,0,0,0,0,0,0,1,0
"2537","Lui ovviamente non si muove di un centimetro.",0,0,0,0,0,0,0,0,0,0
"2538","Mi da fastidio questo suo lato possessivo.",2,0,1,0,0,0,0,0,2,0
